Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
CHMP1A		16q24.3	AMP	13	2173	0.6%	No
VIT		2p22.2	AMP	13	2173	0.6%	No
PLCL1		2q33.1	AMP	13	2173	0.6%	No
PMAIP1		18q21.32	AMP	13	2173	0.6%	Yes
POMC		2p23.3	AMP	13	2173	0.6%	No
PPM1G		2p23.3	AMP	13	2173	0.6%	No
PPP3CC		8p21.3	HOMDEL	13	2173	0.6%	No
SRGN		10q22.1	AMP	13	2173	0.6%	No
PRKACB		1p31.1	AMP	13	2173	0.6%	No
PTCH1		9q22.32	AMP	13	2173	0.6%	Yes
RAB1A		2p14	AMP	13	2173	0.6%	No
RALGDS		9q34.13-q34.2	AMP	13	2173	0.6%	Yes
RARB		3p24.2	AMP	13	2173	0.6%	No
RIT2		18q12.3	AMP	13	2173	0.6%	No
ROBO2		3p12.3	AMP	13	2173	0.6%	No
RPL7A		9q34.2	AMP	13	2173	0.6%	No
RPL13		16q24.3|17p11.2	AMP	13	2173	0.6%	No
RPL17		18q21.1	AMP	13	2173	0.6%	No
RPN1		3q21.3	AMP	13	2173	0.6%	Yes
RPS27A		2p16.1	AMP	13	2173	0.6%	No
RPS28		19p13.2	AMP	13	2173	0.6%	No
RTN2		19q13.32	AMP	13	2173	0.6%	No
SFPQ		1p34.3	AMP	13	2173	0.6%	Yes
SHMT2		12q13.3	AMP	13	2173	0.6%	No
SLC5A1		22q12.3	AMP	13	2173	0.6%	No
SLC7A2		8p22	HOMDEL	13	2173	0.6%	No
SLC15A2		3q13.33	AMP	13	2173	0.6%	No
SRD5A2		2p23.1	AMP	13	2173	0.6%	No
SSX4		Xp11.23	AMP	13	2173	0.6%	Yes
SURF1		9q34.2	AMP	13	2173	0.6%	No
SURF2		9q34.2	AMP	13	2173	0.6%	No
MED22		9q34.2	AMP	13	2173	0.6%	No
SURF6		9q34.2	AMP	13	2173	0.6%	No
MAP3K7		6q15	AMP	13	2173	0.6%	Yes
TBL1X		Xp22.31-p22.2	AMP	13	2173	0.6%	No
DYNLT1		6q25.3	AMP	13	2173	0.6%	No
TDGF1P3		Xq23	AMP	13	2173	0.6%	No
TEC		4p12-p11	AMP	13	2173	0.6%	Yes
TEP1		14q11.2	AMP	13	2173	0.6%	No
THRB		3p24.2	AMP	13	2173	0.6%	No
TLE3		15q23	AMP	13	2173	0.6%	Yes
TSC1		9q34.13	AMP	13	2173	0.6%	Yes
UBB		17p11.2	AMP	13	2173	0.6%	No
UBE2D2		5q31.2	AMP	13	2173	0.6%	No
UBP1		3p22.3	AMP	13	2173	0.6%	No
UFD1		22q11.21	AMP	13	2173	0.6%	No
UGT2B15		4q13.2	HOMDEL	13	2173	0.6%	No
EZR		6q25.3	AMP	13	2173	0.6%	Yes
ZNF165		6p22.1	AMP	13	2173	0.6%	No
ZKSCAN8		6p22.1	AMP	13	2173	0.6%	No
IL1R2		2q11.2	AMP	13	2173	0.6%	No
TUSC3		8p22	HOMDEL	13	2173	0.6%	Yes
HIST2H2AA3		1q21.2	HOMDEL	13	2173	0.6%	No
HIST2H2AC		1q21.2	HOMDEL	13	2173	0.6%	No
HIST2H2BE		1q21.2	HOMDEL	13	2173	0.6%	No
HIST2H4A		1q21.2	HOMDEL	13	2173	0.6%	No
CAVIN2		2q32.3	AMP	13	2173	0.6%	No
TPST2		22q12.1	AMP	13	2173	0.6%	No
SMARCA5		4q31.21	AMP	13	2173	0.6%	No
IRS4		Xq22.3	AMP	13	2173	0.6%	Yes
PARG		10q11.23	AMP	13	2173	0.6%	No
CDK10		16q24.3	AMP	13	2173	0.6%	No
OR6A2		11p15.4	AMP	13	2173	0.6%	No
HSD17B6		12q13.3	AMP	13	2173	0.6%	No
NCOA1		2p23.3	AMP	13	2173	0.6%	Yes
SNX4		3q21.2	AMP	13	2173	0.6%	No
INPP4B		4q31.21	AMP	13	2173	0.6%	Yes
FGF17		8p21.3	AMP	13	2173	0.6%	No
EIF2B4		2p23.3	AMP	13	2173	0.6%	No
GYG2		Xp22.33	AMP	13	2173	0.6%	No
HERC3		4q22.1	AMP	13	2173	0.6%	No
MGAM		7q34	HOMDEL	13	2173	0.6%	Yes
PGLYRP1		19q13.32	AMP	13	2173	0.6%	No
DOK2		8p21.3	AMP	13	2173	0.6%	No
CLDN2		Xq22.3	AMP	13	2173	0.6%	No
USP14		18p11.32	HOMDEL	13	2173	0.6%	No
KRT75		12q13.13	AMP	13	2173	0.6%	No
GTF3C3		2q33.1	AMP	13	2173	0.6%	No
LIPG		18q21.1	AMP	13	2173	0.6%	No
ABCG2		4q22.1	AMP	13	2173	0.6%	No
PIGL		17p11.2	HOMDEL	13	2173	0.6%	No
PIGL		17p11.2	AMP	13	2173	0.6%	No
GAL3ST1		22q12.2	AMP	13	2173	0.6%	No
IGDCC3		15q22.31	AMP	13	2173	0.6%	No
MRPL33		2p23.2	AMP	13	2173	0.6%	No
VPS9D1		16q24.3	AMP	13	2173	0.6%	No
NCOR1		17p12-p11.2	AMP	13	2173	0.6%	Yes
IQCB1		3q13.33|3q21.1	AMP	13	2173	0.6%	No
SNX17		2p23.3	AMP	13	2173	0.6%	No
THOC1		18p11.32	HOMDEL	13	2173	0.6%	No
PDCD7		15q22.31	AMP	13	2173	0.6%	No
ACTR2		2p14	AMP	13	2173	0.6%	No
LRPPRC		2p21	AMP	13	2173	0.6%	No
CALCRL		2q32.1	AMP	13	2173	0.6%	No
CLEC4M		19p13.2	AMP	13	2173	0.6%	No
PKDREJ		22q13.31	AMP	13	2173	0.6%	No
NPM2		8p21.3	AMP	13	2173	0.6%	No
TUBB3		16q24.3	AMP	13	2173	0.6%	No
ZER1		9q34.11	AMP	13	2173	0.6%	No
ACAA2		18q21.1	AMP	13	2173	0.6%	No
TGOLN2		2p11.2	AMP	13	2173	0.6%	No
PNMA2		8p21.2	HOMDEL	13	2173	0.6%	No
POLQ		3q13.33	AMP	13	2173	0.6%	Yes
CLPX		15q22.31	AMP	13	2173	0.6%	No
PPP1R13L		19q13.32	AMP	13	2173	0.6%	No
CD3EAP		19q13.32	AMP	13	2173	0.6%	No
TXNL4A		18q23	HOMDEL	13	2173	0.6%	No
PNPLA6		19p13.2	AMP	13	2173	0.6%	No
RAPGEF4		2q31.1	AMP	13	2173	0.6%	No
PRDM7		16q24.3	AMP	13	2173	0.6%	No
RABL2B		22q13.33	AMP	13	2173	0.6%	No
BAZ2A		12q13.3	AMP	13	2173	0.6%	No
NXPH4		12q13.3	AMP	13	2173	0.6%	No
CLCA4		1p22.3	AMP	13	2173	0.6%	No
DOLK		9q34.11	AMP	13	2173	0.6%	No
ADNP2		18q23	HOMDEL	13	2173	0.6%	No
R3HDM2		12q13.3	AMP	13	2173	0.6%	No
ANKRD6		6q15	AMP	13	2173	0.6%	No
EFR3B		2p23.3	AMP	13	2173	0.6%	No
TCF25		16q24.3	AMP	13	2173	0.6%	No
XPO7		8p21.3	AMP	13	2173	0.6%	No
SETX		9q34.13	AMP	13	2173	0.6%	No
UHRF1BP1L		12q23.1	AMP	13	2173	0.6%	No
IQSEC2		Xp11.22	AMP	13	2173	0.6%	No
NCDN		1p34.3	AMP	13	2173	0.6%	No
TBC1D9		4q31.21	AMP	13	2173	0.6%	No
CEP68		2p14	AMP	13	2173	0.6%	No
ATMIN		16q23.2	HOMDEL	13	2173	0.6%	No
NCAPD3		11q25	AMP	13	2173	0.6%	No
HAAO		2p21	AMP	13	2173	0.6%	No
LRRC8B		1p22.2	AMP	13	2173	0.6%	No
SLC39A14		8p21.3	HOMDEL	13	2173	0.6%	No
MAPK8IP2		22q13.33	AMP	13	2173	0.6%	No
LPAR3		1p22.3	AMP	13	2173	0.6%	No
DDAH1		1p22.3	AMP	13	2173	0.6%	No
SMUG1		12q13.13	AMP	13	2173	0.6%	No
RASGRP3		2p22.3	AMP	13	2173	0.6%	No
FBXL2		3p22.3	AMP	13	2173	0.6%	No
PART1		5q12.1	AMP	13	2173	0.6%	No
PLEKHG3		14q23.3	AMP	13	2173	0.6%	No
IFT172		2p23.3	AMP	13	2173	0.6%	No
OR2B6		6p22.1	AMP	13	2173	0.6%	No
STAP1		4q13.2	AMP	13	2173	0.6%	No
KLHL3		5q31.2	AMP	13	2173	0.6%	No
CABYR		18q11.2	AMP	13	2173	0.6%	No
GBGT1		9q34.2	AMP	13	2173	0.6%	No
FAM162A		3q21.1	AMP	13	2173	0.6%	No
IL36RN		2q14.1	AMP	13	2173	0.6%	No
OR4F4		15q26.3	HOMDEL	13	2173	0.6%	No
OR2W1		6p22.1	AMP	13	2173	0.6%	No
OR1L3		9q33.2	AMP	13	2173	0.6%	No
OR1L1		9q33.2	AMP	13	2173	0.6%	No
SNORD58B		18q21.1	AMP	13	2173	0.6%	No
SNORD58A		18q21.1	AMP	13	2173	0.6%	No
SNORD36C		9q34.2	AMP	13	2173	0.6%	No
SNORD36B		9q34.2	AMP	13	2173	0.6%	No
SNORD36A		9q34.2	AMP	13	2173	0.6%	No
SNORD24		9q34.2	AMP	13	2173	0.6%	No
PELP1		17p13.2	HOMDEL	13	2173	0.6%	No
B3GAT1		11q25	AMP	13	2173	0.6%	No
CLUL1		18p11.32	HOMDEL	13	2173	0.6%	No
CPNE7		16q24.3	AMP	13	2173	0.6%	No
RBMS3		3p24.1	AMP	13	2173	0.6%	No
HPGDS		4q22.3	AMP	13	2173	0.6%	No
UTP20		12q23.2	AMP	13	2173	0.6%	No
SLC27A6		5q23.3	AMP	13	2173	0.6%	No
TMPRSS11E		4q13.2	HOMDEL	13	2173	0.6%	No
SCG3		15q21.2	AMP	13	2173	0.6%	No
TMOD2		15q21.2	AMP	13	2173	0.6%	No
CNOT7		8p22	HOMDEL	13	2173	0.6%	No
TIMM22		17p13.3	HOMDEL	13	2173	0.6%	No
NRBP1		2p23.3	AMP	13	2173	0.6%	No
OBP2B		9q34.2	AMP	13	2173	0.6%	No
PODXL2		3q21.3	AMP	13	2173	0.6%	No
GEMIN4		17p13.3	HOMDEL	13	2173	0.6%	No
ISOC1		5q23.3	AMP	13	2173	0.6%	No
BOLA1		1q21.2	HOMDEL	13	2173	0.6%	No
GLOD4		17p13.3	HOMDEL	13	2173	0.6%	No
ZDHHC2		8p22	HOMDEL	13	2173	0.6%	No
LUZP4		Xq23	AMP	13	2173	0.6%	No
ELOA2		18q21.1	AMP	13	2173	0.6%	No
RASL12		15q22.31	AMP	13	2173	0.6%	No
CD320		19p13.2	AMP	13	2173	0.6%	No
SPG21		15q22.31	AMP	13	2173	0.6%	No
COMMD10		5q23.1	AMP	13	2173	0.6%	No
SCARA3		8p21.1	HOMDEL	13	2173	0.6%	No
CXXC5		5q31.2	AMP	13	2173	0.6%	No
MTFP1		22q12.2	AMP	13	2173	0.6%	No
DYNC2LI1		2p21	AMP	13	2173	0.6%	No
ASB2		14q32.12	AMP	13	2173	0.6%	No
EMCN		4q24	AMP	13	2173	0.6%	No
CES1P1		16q12.2	AMP	13	2173	0.6%	No
FBXO40		3q13.33	AMP	13	2173	0.6%	No
DDX4		5q11.2	AMP	13	2173	0.6%	Yes
WDR5B		3q21.1	AMP	13	2173	0.6%	No
ZRANB1		10q26.13	AMP	13	2173	0.6%	No
DIRAS2		9q22.2	AMP	13	2173	0.6%	No
DEF8		16q24.3	AMP	13	2173	0.6%	No
TBC1D8B		Xq22.3	AMP	13	2173	0.6%	No
TTC38		22q13.31	AMP	13	2173	0.6%	No
UACA		15q23	AMP	13	2173	0.6%	No
RADX		Xq22.3	AMP	13	2173	0.6%	No
MRM3		17p13.3	HOMDEL	13	2173	0.6%	No
UBA6		4q13.2	AMP	13	2173	0.6%	No
VPS53		17p13.3	HOMDEL	13	2173	0.6%	No
RBM41		Xq22.3	AMP	13	2173	0.6%	No
ENOSF1		18p11.32	HOMDEL	13	2173	0.6%	No
OSGEP		14q11.2	AMP	13	2173	0.6%	No
SCYL2		12q23.1	AMP	13	2173	0.6%	No
CCDC88A		2p16.1	AMP	13	2173	0.6%	No
EXOC2		6p25.3	HOMDEL	13	2173	0.6%	No
HR		8p21.3	AMP	13	2173	0.6%	No
EAF2		3q13.33	AMP	13	2173	0.6%	No
PDGFC		4q32.1	AMP	13	2173	0.6%	No
TEX13B		Xq22.3	AMP	13	2173	0.6%	No
TEX13A		Xq22.3	AMP	13	2173	0.6%	No
LRRC8A		9q34.11	AMP	13	2173	0.6%	No
GKN1		2p13.3	AMP	13	2173	0.6%	No
SLC2A9		4p16.1	AMP	13	2173	0.6%	No
FSTL5		4q32.2	AMP	13	2173	0.6%	No
KCMF1		2p11.2	AMP	13	2173	0.6%	No
NDUFA4L2		12q13.3	AMP	13	2173	0.6%	No
SMARCAD1		4q22.3	AMP	13	2173	0.6%	No
OLFML3		1p13.2	AMP	13	2173	0.6%	No
MCOLN1		19p13.2	AMP	13	2173	0.6%	No
LYRM2		6q15	AMP	13	2173	0.6%	No
TMCC3		12q22	AMP	13	2173	0.6%	No
HECW2		2q32.3	AMP	13	2173	0.6%	No
MICAL3		22q11.21	AMP	13	2173	0.6%	No
TMEM181		6q25.3	AMP	13	2173	0.6%	No
SLAIN2		4p11	AMP	13	2173	0.6%	No
ISLR2		15q24.1	AMP	13	2173	0.6%	No
ZSWIM6		5q12.1	AMP	13	2173	0.6%	No
IGDCC4		15q22.31	AMP	13	2173	0.6%	No
DUSP21		Xp11.3	AMP	13	2173	0.6%	No
PJA1		Xq13.1	AMP	13	2173	0.6%	No
STRA6		15q24.1	AMP	13	2173	0.6%	No
ATL2		2p22.2-p22.1	AMP	13	2173	0.6%	No
ABCG5		2p21	AMP	13	2173	0.6%	No
ABCG8		2p21	AMP	13	2173	0.6%	No
ARHGAP9		12q13.3	AMP	13	2173	0.6%	No
FAM160B2		8p21.3	AMP	13	2173	0.6%	No
FNDC4		2p23.3	AMP	13	2173	0.6%	No
DBNDD1		16q24.3	AMP	13	2173	0.6%	No
NOX5		15q23	AMP	13	2173	0.6%	No
MAIP1		2q33.1	AMP	13	2173	0.6%	No
RNF128		Xq22.3	AMP	13	2173	0.6%	No
MORC4		Xq22.3	AMP	13	2173	0.6%	No
GEMIN6		2p22.1	AMP	13	2173	0.6%	No
TLCD3A		17p13.3	HOMDEL	13	2173	0.6%	No
RBFA		18q23	HOMDEL	13	2173	0.6%	No
NUDT18		8p21.3	AMP	13	2173	0.6%	No
DOCK5		8p21.2	HOMDEL	13	2173	0.6%	No
TRPM3		9q21.12-q21.13	AMP	13	2173	0.6%	No
PGAP1		2q33.1	AMP	13	2173	0.6%	No
COQ10B		2q33.1	AMP	13	2173	0.6%	No
ABTB1		3q21.3	AMP	13	2173	0.6%	No
KCNIP4		4p15.31-p15.2	AMP	13	2173	0.6%	No
ZSCAN16		6p22.1	AMP	13	2173	0.6%	No
KHDC1		6q13	AMP	13	2173	0.6%	No
COLEC12		18p11.32	HOMDEL	13	2173	0.6%	No
OR11H1		22q11.1	AMP	13	2173	0.6%	No
OR2B2		6p22.1	AMP	13	2173	0.6%	No
OR12D3		6p22.1	AMP	13	2173	0.6%	No
TCF7L1		2p11.2	AMP	13	2173	0.6%	No
PARP9		3q21.1	AMP	13	2173	0.6%	No
JAM3		11q25	AMP	13	2173	0.6%	No
INHBE		12q13.3	AMP	13	2173	0.6%	No
SLC25A18		22q11.21	AMP	13	2173	0.6%	No
RSPH3		6q25.3	AMP	13	2173	0.6%	No
LRRC8C		1p22.2	AMP	13	2173	0.6%	No
MEGF10		5q23.2	AMP	13	2173	0.6%	No
SPIRE2		16q24.3	AMP	13	2173	0.6%	No
NTNG2		9q34.13	AMP	13	2173	0.6%	No
USP38		4q31.21	AMP	13	2173	0.6%	No
FUT10		8p12	HOMDEL	13	2173	0.6%	No
ATOH8		2p11.2	AMP	13	2173	0.6%	No
PIGY		4q22.1	AMP	13	2173	0.6%	No
PIP4P1		14q11.2	AMP	13	2173	0.6%	No
DHX57		2p22.1	AMP	13	2173	0.6%	No
RIPPLY1		Xq22.3	AMP	13	2173	0.6%	No
CENPBD1		16q24.3	AMP	13	2173	0.6%	No
ZNF276		16q24.3	AMP	13	2173	0.6%	No
MARS2		2q33.1	AMP	13	2173	0.6%	No
SYTL3		6q25.3	AMP	13	2173	0.6%	No
IFT43		14q24.3	AMP	13	2173	0.6%	No
OSBPL11		3q21.2	AMP	13	2173	0.6%	No
CGAS		6q13	AMP	13	2173	0.6%	No
GBP4		1p22.2	AMP	13	2173	0.6%	No
GBP5		1p22.2	AMP	13	2173	0.6%	No
LRRC3B		3p24.1	AMP	13	2173	0.6%	No
TAGAP		6q25.3	AMP	13	2173	0.6%	No
OR10P1		12q13.2	AMP	13	2173	0.6%	No
SPIC		12q23.2	AMP	13	2173	0.6%	No
ANO4		12q23.1	AMP	13	2173	0.6%	No
KLHL33		14q11.2	AMP	13	2173	0.6%	No
MTFMT		15q22.31	AMP	13	2173	0.6%	No
SLC51B		15q22.31	AMP	13	2173	0.6%	No
C16ORF46		16q23.2	HOMDEL	13	2173	0.6%	No
SPATA2L		16q24.3	AMP	13	2173	0.6%	No
SPATA33		16q24.3	AMP	13	2173	0.6%	No
TTC39C		18q11.2	AMP	13	2173	0.6%	No
HIST2H3C		1q21.2	HOMDEL	13	2173	0.6%	Yes
HMGB4		1p35.1	AMP	13	2173	0.6%	No
TYW5		2q33.1	AMP	13	2173	0.6%	No
NMS		2q11.2	AMP	13	2173	0.6%	No
RFTN2		2q33.1	AMP	13	2173	0.6%	No
CLHC1		2p16.1	AMP	13	2173	0.6%	No
ZNF513		2p23.3	AMP	13	2173	0.6%	No
GALM		2p22.1	AMP	13	2173	0.6%	No
CCDC58		3q21.1	AMP	13	2173	0.6%	No
KCNH8		3p24.3	AMP	13	2173	0.6%	No
TPRA1		3q21.3	AMP	13	2173	0.6%	No
ZFP42		4q35.2	HOMDEL	13	2173	0.6%	No
C4ORF36		4q21.3	AMP	13	2173	0.6%	No
IL31RA		5q11.2	AMP	13	2173	0.6%	No
PM20D2		6q15	AMP	13	2173	0.6%	No
SRSF12		6q15	AMP	13	2173	0.6%	No
NKX2-6		8p21.2	AMP	13	2173	0.6%	No
OR1L8		9q33.2	AMP	13	2173	0.6%	No
FUNDC1		Xp11.3	AMP	13	2173	0.6%	No
RBMXL3		Xq23	AMP	13	2173	0.6%	No
ZNF358		19p13.2	AMP	13	2173	0.6%	No
OR2AG1		11p15.4	AMP	13	2173	0.6%	No
GSC		14q32.13	AMP	13	2173	0.6%	No
TTC7B		14q32.11	AMP	13	2173	0.6%	No
PPM1N		19q13.32	AMP	13	2173	0.6%	No
NBPF4		1p13.3	AMP	13	2173	0.6%	No
CHIAP2		1p13.2	AMP	13	2173	0.6%	No
DTX3L		3q21.1	AMP	13	2173	0.6%	No
ZCWPW2		3p24.1	AMP	13	2173	0.6%	No
SLC38A9		5q11.2	AMP	13	2173	0.6%	No
KHDC3L		6q13	AMP	13	2173	0.6%	No
AMOT		Xq23	AMP	13	2173	0.6%	No
NXNL2		9q22.1	AMP	13	2173	0.6%	No
OR1Q1		9q33.2	AMP	13	2173	0.6%	No
FAM201A		9p13.1	AMP	13	2173	0.6%	No
ALDH1L2		12q23.3	AMP	13	2173	0.6%	No
SYNE3		14q32.13	AMP	13	2173	0.6%	No
EML5		14q31.3	AMP	13	2173	0.6%	No
ELOA3		18q21.1	AMP	13	2173	0.6%	No
GBP6		1p22.2	AMP	13	2173	0.6%	No
PARP15		3q21.1	AMP	13	2173	0.6%	No
DCLK2		4q31.23-q31.3	AMP	13	2173	0.6%	No
FREM3		4q31.21	AMP	13	2173	0.6%	No
TIGD2		4q22.1	AMP	13	2173	0.6%	No
GKN2		2p13.3	AMP	13	2173	0.6%	No
KRTCAP3		2p23.3	AMP	13	2173	0.6%	No
CENPV		17p11.2	AMP	13	2173	0.6%	No
OSTCP1		6q25.3	AMP	13	2173	0.6%	No
SUSD3		9q22.31	AMP	13	2173	0.6%	No
HIPK1		1p13.2	AMP	13	2173	0.6%	No
C2ORF69		2q33.1	AMP	13	2173	0.6%	No
FAM241B		10q22.1	AMP	13	2173	0.6%	No
HNRNPUL2		11q12.3	AMP	13	2173	0.6%	No
ZSCAN12P1		6p22.1	AMP	13	2173	0.6%	No
STAC3		12q13.3	AMP	13	2173	0.6%	No
ANKRD18A		9p13.1	AMP	13	2173	0.6%	No
PHYHD1		9q34.11	AMP	13	2173	0.6%	No
OR6C74		12q13.2	AMP	13	2173	0.6%	No
OR6C3		12q13.2	AMP	13	2173	0.6%	No
LYSMD2		15q21.2	AMP	13	2173	0.6%	No
NUTM1		15q14	HOMDEL	13	2173	0.6%	Yes
SEC14L3		22q12.2	AMP	13	2173	0.6%	No
C10ORF53		10q11.23	AMP	13	2173	0.6%	No
TTC9C		11q12.3	AMP	13	2173	0.6%	No
OR6C6		12q13.2	AMP	13	2173	0.6%	No
SLC25A41		19p13.3	AMP	13	2173	0.6%	No
NBPF15		1q21.1	HOMDEL	13	2173	0.6%	No
SEC14L4		22q12.2	AMP	13	2173	0.6%	No
CCDC150		2q33.1	AMP	13	2173	0.6%	No
C3ORF56		3q21.3	AMP	13	2173	0.6%	No
RNF175		4q31.3	AMP	13	2173	0.6%	No
FAM133A		Xq21.32	AMP	13	2173	0.6%	No
ILDR1		3q13.33	AMP	13	2173	0.6%	No
HIST2H2AB		1q21.2	HOMDEL	13	2173	0.6%	No
HIST2H3A		1q21.2	HOMDEL	13	2173	0.6%	Yes
HIST2H2BC		1q21.2	HOMDEL	13	2173	0.6%	No
OR2AG2		11p15.4	AMP	13	2173	0.6%	No
NANOS2		19q13.32	AMP	13	2173	0.6%	No
DPPA5		6q13	AMP	13	2173	0.6%	No
OR6C2		12q13.2	AMP	13	2173	0.6%	No
OR6C4		12q13.2	AMP	13	2173	0.6%	No
GLDN		15q21.2	AMP	13	2173	0.6%	No
GOLGA6A		15q24.1	AMP	13	2173	0.6%	No
BARHL2		1p22.2	AMP	13	2173	0.6%	No
PRORSD1P		2p16.1	AMP	13	2173	0.6%	No
OR1B1		9q33.2	AMP	13	2173	0.6%	No
FTCDNL1		2q33.1	AMP	13	2173	0.6%	No
IGFL1		19q13.32	AMP	13	2173	0.6%	No
GJB7		6q14.3-q15	AMP	13	2173	0.6%	No
SDC4P		22q12.2	AMP	13	2173	0.6%	No
RNF138P1		5q11.2	AMP	13	2173	0.6%	No
GUSBP2		6p22.2	AMP	13	2173	0.6%	No
GVINP1		11p15.4	AMP	13	2173	0.6%	No
C2CD4B		15q22.2	AMP	13	2173	0.6%	No
GBP7		1p22.2	AMP	13	2173	0.6%	No
FUNDC2P2		2p11.2	AMP	13	2173	0.6%	No
OR6C1		12q13.2	AMP	13	2173	0.6%	No
OR6C75		12q13.2	AMP	13	2173	0.6%	No
OR6C76		12q13.2	AMP	13	2173	0.6%	No
OR6C70		12q13.2	AMP	13	2173	0.6%	No
KBTBD13		15q22.31	AMP	13	2173	0.6%	No
UBAP1L		15q22.31	AMP	13	2173	0.6%	No
FENDRR		16q24.1	AMP	13	2173	0.6%	No
GBP1P1		1p22.2	AMP	13	2173	0.6%	No
C2ORF66		2q33.1	AMP	13	2173	0.6%	No
C5ORF63		5q23.2	AMP	13	2173	0.6%	No
ZNF674-AS1		Xp11.3	AMP	13	2173	0.6%	No
OR6C65		12q13.2	AMP	13	2173	0.6%	No
OR6C68		12q13.2	AMP	13	2173	0.6%	No
MIAT		22q12.1	AMP	13	2173	0.6%	No
GUSBP5		4q31.21	AMP	13	2173	0.6%	No
OOEP		6q13	AMP	13	2173	0.6%	No
OR14J1		6p22.1	AMP	13	2173	0.6%	No
C18ORF32		18q21.1	AMP	13	2173	0.6%	No
ARGFX		3q13.33	AMP	13	2173	0.6%	No
DUXAP8		22q11.1	AMP	13	2173	0.6%	No
HIST2H4B		1q21.2	HOMDEL	13	2173	0.6%	No
ZNF674		Xp11.3	AMP	13	2173	0.6%	No
LINC00693		3p24.1	AMP	13	2173	0.6%	No
ZNF192P1		6p22.1	AMP	13	2173	0.6%	No
GOLGA8S		15q11.2	AMP	13	2173	0.6%	No
HIST2H3D		1q21.2	HOMDEL	13	2173	0.6%	Yes
SCARNA17		18q21.1	AMP	13	2173	0.6%	No
HIST2H2AA4		1q21.2	HOMDEL	13	2173	0.6%	No
ROCK1P1		18p11.32	HOMDEL	13	2173	0.6%	No
GTF2H2C		5q13.2	HOMDEL	13	2173	0.6%	No
PARGP1		10q11.22	AMP	13	2173	0.6%	No
CNTNAP3B		9p11.2	AMP	13	2173	0.6%	No
PPIAL4F		1q21.1	HOMDEL	13	2173	0.6%	No
KRT16P1		17p11.2	HOMDEL	13	2173	0.6%	No
CCDC61		19q13.32	AMP	13	2173	0.6%	No
FAM160A1		4q31.3	AMP	13	2173	0.6%	No
SEC14L6		22q12.2	AMP	13	2173	0.6%	No
MEIS1-AS3		2p14	AMP	13	2173	0.6%	No
PWRN1		15q11.2	AMP	13	2173	0.6%	No
SNORD58C		18q21.1	AMP	13	2173	0.6%	No
SNORA11D		Xp11.22	AMP	13	2173	0.6%	No
SMARCA5-AS1		4q31.21	AMP	13	2173	0.6%	No
VPS9D1-AS1		16q24.3	AMP	13	2173	0.6%	No
KHDC1L		6q13	AMP	13	2173	0.6%	No
ZSCAN16-AS1		6p22.1	AMP	13	2173	0.6%	No
LINC00462		13q14.2	HOMDEL	13	2173	0.6%	No
URAHP		16q24.3	AMP	13	2173	0.6%	No
C6ORF99		6q25.3	AMP	13	2173	0.6%	No
DBIL5P		17p13.3	HOMDEL	13	2173	0.6%	No
LINC00240		6p22.2	AMP	13	2173	0.6%	No
PCED1B-AS1		12q13.11	AMP	13	2173	0.6%	No
IGSF11-AS1		3q13.32	AMP	13	2173	0.6%	No
ELOA3D		18q21.1	AMP	13	2173	0.6%	No
RPL17-C18ORF32		18q21.1	AMP	13	2173	0.6%	No
CHURC1-FNTB		14q23.3	AMP	13	2173	0.6%	No
HNRNPUL2-BSCL2		11q12.3	AMP	13	2173	0.6%	No
DIO2-AS1		14q31.1	AMP	13	2173	0.6%	No
PCDH9-AS2		13q21.32	AMP	13	2173	0.6%	No
PCDH9-AS3		13q21.32	AMP	13	2173	0.6%	No
PCDH9-AS4		13q21.32	AMP	13	2173	0.6%	No
LINC00364		13q21.32	AMP	13	2173	0.6%	No
LINC00571		13q13.3	AMP	13	2173	0.6%	No
RNF219-AS1		13q22.3-q31.1	HOMDEL	13	2173	0.6%	No
LINC00269		Xq13.1	AMP	13	2173	0.6%	No
FAM157C		16q24.3	AMP	13	2173	0.6%	No
PYURF		4q22.1	AMP	13	2173	0.6%	No
SNORA11E		Xp11.22	AMP	13	2173	0.6%	No
EZR-AS1		6q25.3	AMP	13	2173	0.6%	No
CASC6		6q15	AMP	13	2173	0.6%	No
ABR		17p13.3	HOMDEL	12	2173	0.6%	No
ADCY3		2p23.3	AMP	12	2173	0.6%	No
ADH4		4q23	AMP	12	2173	0.6%	No
ADRB1		10q25.3	AMP	12	2173	0.6%	No
APOF		12q13.3	AMP	12	2173	0.6%	No
SHROOM2		Xp22.2	AMP	12	2173	0.6%	No
RHOC		1p13.2	AMP	12	2173	0.6%	No
ARL1		12q23.2	AMP	12	2173	0.6%	No
ARSD		Xp22.33	AMP	12	2173	0.6%	No
ARSE		Xp22.33	AMP	12	2173	0.6%	No
ARSF		Xp22.33	AMP	12	2173	0.6%	No
ASAH1		8p22	HOMDEL	12	2173	0.6%	No
ATOH1		4q22.2	AMP	12	2173	0.6%	No
ALDH7A1		5q23.2	AMP	12	2173	0.6%	No
ATP5F1B		12q13.3	AMP	12	2173	0.6%	No
AXL		19q13.2	AMP	12	2173	0.6%	Yes
CEACAM1		19q13.2	AMP	12	2173	0.6%	No
BID		22q11.21	AMP	12	2173	0.6%	No
